po_number,po_item,company_code,plant,creation_date,cost_center_wbs,func_area,func_area_txt
4805004398,10,1000,1000,20231228,1027204,27,Manufacturing Support
4509001955,20,3000,10M2,20180802,1030216,30,Digitization
4805004399,70,3000,4100,20230113,1032426,32,Supply Chain
4805004400,20,2000,1100,20170110,1012537,12,Information Technology
4805004401,50,1000,1033,20240217,1012648,12,Information Technology
4805004401,80,4100,1033,20171010,1012759,12,Information Technology
4509001956,70,4100,1033,20190501,1027401,27,Manufacturing Support
4805004403,60,2000,4100,20190913,1030081,30,Digitization
4805004404,10,1000,1033,20251204,1017192,17,Technology & Innovation
4805004404,40,4100,10M1,20210210,1015303,15,EHSS
4805004405,70,3000,1033,20211112,1012414,12,Information Technology
4509001958,40,1000,3200,20230716,1028586,28,SS Global Procurement
4805004407,50,1000,2100,20180325,1027636,27,Manufacturing Support
4805004407,80,4100,3200,20221006,1020747,20,Legal
4805004408,30,3000,4100,20180525,1032858,32,Supply Chain
4805004409,60,2000,2100,20230328,1017069,17,Technology & Innovation
4509001960,10,2000,2100,20171019,1010771,10,Finance
4805004410,40,4100,1100,20241010,1025291,25,Human Resources
4805004411,70,3000,10M1,20190825,1028402,28,SS Global Procurement
4805004412,20,2000,1031,20170307,1020513,20,Legal
4805004413,50,1000,4100,20220621,1028624,28,SS Global Procurement
4509001961,60,3000,1000,20210320,1009056,9,Executive Office
4805004414,30,3000,3200,20191101,1030846,30,Digitization
4805004415,60,2000,1100,20181113,1012057,12,Information Technology
4805004416,10,1000,4100,20190626,1027168,27,Manufacturing Support
4805004416,40,4100,1031,20260122,1027279,27,Manufacturing Support
4509001963,30,4100,4100,20210211,1015241,15,EHSS
4805004418,20,2000,2100,20170516,1027501,27,Manufacturing Support
4805004419,50,1000,2100,20170110,1014612,14,SS Facility Mgt
4805004419,80,4100,1033,20200324,1015574,10,Finance
4805004420,30,3000,4100,20230813,1012834,12,Information Technology
4509001965,80,1000,2100,20230516,1028426,28,SS Global Procurement
4805004422,10,1000,3200,20220223,1012156,12,Information Technology
4805004422,40,4100,2100,20220922,1035267,35,Sales & Marketing
4805004423,70,3000,1000,20210110,1010378,10,Finance
4805004424,20,2000,1000,20201215,1028489,28,SS Global Procurement
4509001966,50,2000,4100,20240521,1028611,28,SS Global Procurement
4805004425,80,4100,10M1,20171125,1030711,30,Digitization
4805004426,30,3000,3200,20230908,1027822,27,Manufacturing Support
4805004427,60,2000,10M2,20211101,1035033,35,Sales & Marketing
4805004428,10,1000,1031,20200104,1012144,12,Information Technology
4509001968,20,3000,3200,20231211,1012796,12,Information Technology
4805004429,70,3000,10M2,20190117,1035366,35,Sales & Marketing
4805004430,20,2000,3200,20180911,1012477,12,Information Technology
4805004431,50,1000,2100,20250602,1015588,15,EHSS
4805004431,80,4100,1000,20200614,1030699,30,Digitization
4509001970,70,4100,3200,20240201,1014081,14,SS Facility Mgt
4805004433,60,2000,1100,20250215,1014021,14,SS Facility Mgt
4805004434,10,1000,2100,20220716,1035132,35,Sales & Marketing
4805004434,40,4100,2100,20201112,1010243,10,Finance
4805004435,70,3000,3200,20190319,1023354,23,Corporate Affairs
4509001971,40,1000,1000,20190102,1023266,23,Corporate Affairs
4805004437,50,1000,1033,20170625,1028576,28,SS Global Procurement
4805004437,80,4100,10M1,20170324,1025872,20,Legal
4805004438,30,3000,10M2,20250125,1012798,12,Information Technology
4805004439,60,2000,3200,20260513,1020009,20,Legal
4509001973,10,2000,4100,20210702,1030451,30,Digitization
4805004440,40,4100,1000,20190407,1030231,30,Digitization
4805004441,70,3000,1033,20241119,1025342,25,Human Resources
4805004442,20,2000,4100,20210921,1023453,23,Corporate Affairs
4805004443,50,1000,1031,20200904,1009564,9,Executive Office
4509001975,60,3000,10M1,20190927,1012636,12,Information Technology
4805004444,30,3000,2100,20200516,1009786,9,Executive Office
4805004445,60,2000,10M1,20200109,1012897,12,Information Technology
4805004446,10,1000,1031,20180603,1027108,27,Manufacturing Support
4805004446,40,4100,1033,20201124,1012219,12,Information Technology
4509001976,30,4100,2100,20250217,1035821,35,Sales & Marketing
4805004448,20,2000,2100,20180306,1010441,10,Finance
4805004449,50,1000,1100,20181111,1017552,17,Technology & Innovation
4805004449,80,4100,4100,20260627,1028663,28,SS Global Procurement
4805004450,30,3000,4100,20231022,1025774,25,Human Resources
4509001978,80,1000,1031,20230121,1010106,10,Finance
4805004452,10,1000,1100,20171205,1030096,30,Digitization
4805004452,40,4100,1031,20250123,1032207,32,Supply Chain
4805004453,70,3000,1033,20260814,1023318,23,Corporate Affairs
4805004454,20,2000,2100,20241226,1023429,23,Corporate Affairs
4509001980,50,2000,2100,20260508,1030291,30,Digitization
4805004455,80,4100,1031,20250728,1027651,27,Manufacturing Support
4805004456,30,3000,3200,20241220,1012762,12,Information Technology
4805004457,60,2000,1031,20241221,1025873,25,Human Resources
4805004458,10,1000,2100,20231010,1020084,20,Legal
4509001981,20,3000,10M1,20250703,1017476,17,Technology & Innovation
4805004459,70,3000,1000,20210213,1032306,32,Supply Chain
4805004460,20,2000,1033,20260904,1030417,30,Digitization
4805004461,50,1000,2100,20170805,1025528,25,Human Resources
4805004461,80,4100,1100,20190702,1030639,30,Digitization
4509001983,70,4100,1033,20261120,1025661,25,Human Resources
4805004463,60,2000,10M2,20260107,1012861,12,Information Technology
4805004464,10,1000,10M1,20211115,1014072,14,SS Facility Mgt
4805004464,40,4100,1031,20190313,1010183,10,Finance
4805004465,70,3000,1100,20260505,1027294,27,Manufacturing Support
4509001985,40,1000,1000,20180214,1028846,28,SS Global Procurement
4805004467,50,1000,3200,20250126,1023516,23,Corporate Affairs
4805004467,80,4100,3200,20181205,1030627,30,Digitization
4805004468,30,3000,4100,20231221,1028738,28,SS Global Procurement
4805004469,60,2000,1031,20201213,1020849,20,Legal
4509001986,10,2000,2100,20220912,1012131,12,Information Technology
4805004470,40,4100,1033,20210608,1030171,30,Digitization
4805004471,70,3000,2100,20261104,1012282,12,Information Technology
4805004472,20,2000,1033,20190224,1015393,15,EHSS
4805004473,50,1000,1100,20241210,1014504,14,SS Facility Mgt
4509001988,60,3000,3200,20200826,1010316,10,Finance
4805004474,30,3000,1031,20191207,1030726,30,Digitization
4805004475,60,2000,10M1,20170319,1027837,27,Manufacturing Support
4805004476,10,1000,2100,20230918,1020048,20,Legal
4805004476,40,4100,1031,20261013,1027159,27,Manufacturing Support
4509001990,30,4100,1000,20241105,1027501,27,Manufacturing Support
4805004478,20,2000,1000,20220603,1035381,35,Sales & Marketing
4805004479,50,1000,10M1,20190126,1012492,12,Information Technology
4805004479,80,4100,10M2,20250515,1012603,12,Information Technology
4805004480,30,3000,2100,20230806,1023714,23,Corporate Affairs
4509001991,80,1000,1033,20251009,1017686,17,Technology & Innovation
4805004482,10,1000,2100,20241124,1035045,30,Digitization
4805004482,40,4100,2100,20260404,1030147,30,Digitization
4805004483,70,3000,1100,20240701,1025258,25,Human Resources
4805004484,20,2000,1100,20230814,1010369,10,Finance
4509001993,50,2000,1100,20181207,1017871,17,Technology & Innovation
4805004485,80,4100,4100,20230702,1020591,20,Legal
4805004486,30,3000,1031,20170712,1017702,17,Technology & Innovation
4805004487,60,2000,1000,20250708,1015813,15,EHSS
4805004488,10,1000,1100,20220918,1012024,12,Information Technology
4509001995,20,3000,1100,20180611,1028156,28,SS Global Procurement
4805004489,70,3000,10M2,20261013,1010246,10,Finance
4805004490,20,2000,1031,20250522,1035357,35,Sales & Marketing
4805004491,50,1000,4100,20190523,1017468,17,Technology & Innovation
4805004491,80,4100,1000,20260427,1009579,9,Executive Office
4509001996,70,4100,2100,20230727,1027341,27,Manufacturing Support
4805004493,60,2000,2100,20260321,1020801,20,Legal
4805004494,10,1000,1031,20191121,1025012,25,Human Resources
4805004494,40,4100,10M1,20210309,1027123,27,Manufacturing Support
4805004495,70,3000,4100,20190311,1035234,35,Sales & Marketing
4509001998,40,1000,2100,20201002,1010526,10,Finance
4805004497,50,1000,1100,20250301,1032456,32,Supply Chain
4805004497,80,4100,10M1,20180507,1025567,25,Human Resources
4805004498,30,3000,1033,20260804,1009678,9,Executive Office
4805004499,60,2000,10M1,20231108,1035789,35,Sales & Marketing
4509002000,10,2000,3200,20220626,1025711,25,Human Resources
4805004500,40,4100,1033,20250110,1028111,28,SS Global Procurement
4805004501,70,3000,1031,20201012,1012222,12,Information Technology
4805004502,20,2000,1031,20211011,1025333,25,Human Resources
4805004503,50,1000,3200,20211001,1030444,30,Digitization
4509002001,60,3000,10M2,20230611,1020896,20,Legal
4805004504,30,3000,1033,20210623,1012666,12,Information Technology
4805004505,60,2000,1033,20210906,1028777,28,SS Global Procurement
4805004506,10,1000,10M2,20180606,1030888,30,Digitization
4805004506,40,4100,1031,20210823,1015099,15,EHSS
4509002003,30,4100,1033,20250518,1035181,35,Sales & Marketing
4805004508,20,2000,1000,20241127,1010321,10,Finance
4805004509,50,1000,10M2,20190225,1012432,12,Information Technology
4805004509,80,4100,10M2,20210422,1032543,32,Supply Chain
4805004510,30,3000,10M2,20180705,1030839,27,Manufacturing Support
4509002005,80,1000,10M2,20230421,1012366,12,Information Technology
4805004512,10,1000,1000,20190523,1023876,23,Corporate Affairs
4805004512,40,4100,1033,20200515,1012087,12,Information Technology
4805004513,70,3000,4100,20190220,1028198,28,SS Global Procurement
4805004514,20,2000,3200,20221020,1027309,27,Manufacturing Support
4509002006,50,2000,1000,20240211,1020551,20,Legal
4805004515,80,4100,3200,20190109,1027531,27,Manufacturing Support
4805004516,30,3000,1100,20190412,1030642,30,Digitization
4805004517,60,2000,1100,20231125,1030753,30,Digitization
4805004518,10,1000,2100,20230506,1023864,23,Corporate Affairs
4509002008,20,3000,4100,20210903,1025736,25,Human Resources
4805004519,70,3000,10M2,20200806,1015186,15,EHSS
4805004520,20,2000,10M1,20230717,1030297,30,Digitization
4805004521,50,1000,1100,20230709,1012408,12,Information Technology
4805004521,80,4100,1031,20211117,1023519,23,Corporate Affairs
4509002010,70,4100,1000,20220103,1020021,20,Legal
4805004523,60,2000,1000,20231211,1014741,14,SS Facility Mgt
4805004524,10,1000,1033,20240924,1027852,27,Manufacturing Support
4805004524,40,4100,3200,20260808,1032063,32,Supply Chain
4805004525,70,3000,4100,20200823,1014174,14,SS Facility Mgt
4509002011,40,1000,1000,20240921,1027206,27,Manufacturing Support
4805004527,50,1000,1031,20200909,1023396,23,Corporate Affairs
4805004527,80,4100,10M2,20170522,1030507,30,Digitization
4805004528,30,3000,1031,20201026,1027618,27,Manufacturing Support
4805004529,60,2000,1033,20241004,1012729,12,Information Technology
4509002013,10,2000,1100,20201208,1020391,20,Legal
4805004530,40,4100,1000,20171207,1030051,30,Digitization
4805004531,70,3000,10M1,20240902,1030162,30,Digitization
4805004532,20,2000,3200,20191204,1030273,30,Digitization
4805004533,50,1000,10M2,20210908,1012384,12,Information Technology
4509002015,60,3000,3200,20230506,1015576,15,EHSS
4805004534,30,3000,2100,20250815,1010606,10,Finance
4805004535,60,2000,10M1,20250913,1012717,12,Information Technology
4805004536,10,1000,4100,20191016,1015828,15,EHSS
4805004536,40,4100,3200,20230525,1009039,9,Executive Office
4509002016,30,4100,10M2,20170308,1023761,23,Corporate Affairs
4805004538,20,2000,2100,20170420,1023261,23,Corporate Affairs
4805004539,50,1000,1031,20170628,1028372,28,SS Global Procurement
4805004539,80,4100,10M2,20261217,1012483,12,Information Technology
4805004540,30,3000,1033,20230904,1027594,27,Manufacturing Support
4509002018,80,1000,1033,20260926,1030046,30,Digitization
4805004542,10,1000,2100,20171210,1032816,32,Supply Chain
4805004542,40,4100,1031,20170522,1030027,30,Digitization
4805004543,70,3000,2100,20180327,1027138,27,Manufacturing Support
4805004544,20,2000,10M2,20250102,1020416,25,Human Resources
4509002020,50,2000,1033,20190107,1025231,25,Human Resources
4805004545,80,4100,1031,20211002,1012471,12,Information Technology
4805004546,30,3000,10M2,20170325,1032582,32,Supply Chain
4805004547,60,2000,10M1,20240117,1028693,28,SS Global Procurement
4805004548,10,1000,1100,20231122,1028804,28,SS Global Procurement
4509002021,20,3000,1033,20200507,1009416,9,Executive Office
4805004549,70,3000,3200,20200901,1017126,17,Technology & Innovation
4805004550,20,2000,10M1,20240522,1009237,9,Executive Office
4805004551,50,1000,2100,20260927,1010348,10,Finance
4805004551,80,4100,1100,20210709,1028459,28,SS Global Procurement
4509002023,70,4100,,20181023,1012601,12,Information Technology
4805004553,60,2000,4100,20220415,1027681,27,Manufacturing Support
4805004554,10,1000,2100,20191027,1012792,12,Information Technology
4805004554,40,4100,10M1,20200120,1028003,28,SS Global Procurement
4805004555,70,3000,1000,20230704,1014114,14,SS Facility Mgt
4509002025,40,1000,10M1,20200301,1012786,12,Information Technology
4805004557,50,1000,2100,20260317,1023336,23,Corporate Affairs
4805004557,80,4100,1100,20260314,1014447,14,SS Facility Mgt
4805004558,30,3000,10M1,20210613,1030558,30,Digitization
4805004559,60,2000,3200,20260901,1015669,15,EHSS
4509002026,10,2000,10M2,20231126,1025071,25,Human Resources
4805004560,40,4100,3200,20181203,1020891,20,Legal
4805004561,70,3000,10M1,20250401,1012102,12,Information Technology
4805004562,20,2000,1100,20211026,1012213,12,Information Technology
4805004563,50,1000,4100,20181217,1027324,27,Manufacturing Support
4509002028,60,3000,1000,20221123,1014256,14,SS Facility Mgt
4805004564,30,3000,4100,20191101,1028546,28,SS Global Procurement
4805004565,60,2000,10M1,20181216,1030657,30,Digitization
4805004566,10,1000,10M2,20261215,1025768,25,Human Resources
4805004566,40,4100,1031,20170206,1023879,23,Corporate Affairs
4509002030,30,4100,1000,20201004,1017441,17,Technology & Innovation
4805004568,20,2000,10M1,20220416,1035201,35,Sales & Marketing
4805004569,50,1000,3200,20240509,1032312,32,Supply Chain
4805004569,80,4100,2100,20170417,1015423,15,EHSS
4805004570,30,3000,1100,20180305,1012534,12,Information Technology
4509002031,80,1000,2100,20220219,1017626,17,Technology & Innovation
4805004572,10,1000,1033,20200306,1014756,14,SS Facility Mgt
4805004572,40,4100,1100,20260414,1027867,27,Manufacturing Support
4805004573,70,3000,1031,20181101,1032078,32,Supply Chain
4805004574,20,2000,10M2,20250220,1030189,30,Digitization
4509002033,50,2000,1000,20250518,1027811,27,Manufacturing Support
4805004575,80,4100,1000,20240427,1028411,28,SS Global Procurement
4805004576,30,3000,2100,20221103,1020522,20,Legal
4805004577,60,2000,10M2,20251211,1028633,28,SS Global Procurement
4805004578,10,1000,3200,20240519,1035744,35,Sales & Marketing
4509002035,20,3000,4100,20190725,1028096,28,SS Global Procurement
4805004579,70,3000,1000,20211201,1032066,32,Supply Chain
4805004580,20,2000,1000,20210618,1027177,27,Manufacturing Support
4805004581,50,1000,10M2,20210509,1028288,28,SS Global Procurement
4805004581,80,4100,1031,20250721,1030399,30,Digitization
4509002036,70,4100,1031,20200518,1014281,14,SS Facility Mgt
4805004583,60,2000,1033,20180113,1015806,30,Digitization
4805004584,10,1000,10M2,20250421,1010732,10,Finance
4805004584,40,4100,4100,20191001,1017843,17,Technology & Innovation
4805004585,70,3000,1033,20170715,1012054,12,Information Technology
4509002038,40,1000,1000,20260102,1032466,32,Supply Chain
4805004587,50,1000,1033,20220311,1012276,12,Information Technology
4805004587,80,4100,4100,20181117,1028387,28,SS Global Procurement
4805004588,30,3000,1100,20210915,1030498,30,Digitization
4805004589,60,2000,1000,20170614,1014609,14,SS Facility Mgt
4509002040,10,2000,2100,20220822,1032651,32,Supply Chain
4805004590,40,4100,1033,20231124,1015831,15,EHSS
4805004591,70,3000,1000,20260723,1015042,15,EHSS
4805004592,20,2000,4100,20200801,1027153,27,Manufacturing Support
4805004593,50,1000,10M2,20170528,1023264,23,Corporate Affairs
4509002041,60,3000,10M2,20180416,1012836,12,Information Technology
4805004594,30,3000,3200,20240620,1028486,28,SS Global Procurement
4805004595,60,2000,1031,20181018,1012597,12,Information Technology
4805004596,10,1000,2100,20180319,1025708,25,Human Resources
4805004596,40,4100,1031,20170219,1017819,17,Technology & Innovation
4509002043,30,4100,1031,20170216,1035121,35,Sales & Marketing
4805004598,20,2000,4100,20220423,1012141,12,Information Technology
4805004599,50,1000,10M1,20170527,1020252,20,Legal
4805004599,80,4100,10M2,20260918,1032363,32,Supply Chain
4805004600,30,3000,1033,20230618,1020474,20,Legal
4509002045,80,1000,4100,20250521,1010306,10,Finance
4805004602,10,1000,1100,20200625,1027696,27,Manufacturing Support
4805004602,40,4100,4100,20221114,1028807,28,SS Global Procurement
4805004603,70,3000,1031,20190123,1012018,12,Information Technology
4805004604,20,2000,1100,20190515,1025129,25,Human Resources
4509002046,50,2000,1100,20190517,1030491,30,Digitization
4805004605,80,4100,4100,20200621,1012351,12,Information Technology
